ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme;gid
ZI4;ZI4-2;ZI4A;NOM;Caluire Chemin Petit - Vaulx-en-Velin La Soie;Retour;10228;31760;Caluire Chemin Petit;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;Z I4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.029191+02:00;668
BGS4;BGS4-3;BGS4;NOM;Vaulx-en-Velin La Soie - Gymnase Becquerel;Aller;31760;34442;Vaulx-en-Velin La Soie;Gymnase Becquerel;BUS;20240923;;EVE;Evènementielle;True;BGS4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.924141+02:00;829
BGS4;BGS4-4;BGS4;NOM;Gymnase Becquerel - Vaulx-en-Velin La Soie;Retour;34442;31760;Gymnase Becquerel;Vaulx-en-Velin La Soie;BUS;20240923;;EVE;Evènementielle;True;BGS4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.924877+02:00;830
28;28-3;28A;NOM;Meyzieu Z.i. - Vaulx-en-Velin La Soie;Aller;31620;31760;Meyzieu Z.i.;Vaulx-en-Velin La Soie;BUS;20190209;;REG;Régulière;True;28;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.788255+02:00;715
89D;89D-2;89E;NOM;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20190701;;REG;Régulière;True;89D;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.917051+02:00;736
28;28-4;28A;NOM;Vaulx-en-Velin La Soie - Meyzieu Z.i.;Retour;31760;31620;Vaulx-en-Velin La Soie;Meyzieu Z.i.;BUS;20190209;;REG;Régulière;True;28;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.788840+02:00;716
29;29-4;29A;NOM;RN6 - A. Pare - Meyzieu Z.i.;Retour;10723;31620;R.N.6 - A. Pare;Meyzieu Z.i.;BUS;20180309;;REG;Régulière;True;29;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.790159+02:00;478
30;30-5;30B;ZI;Z.I. Ampere - Chandieu - St Priest Jules Ferry;Aller;34544;31140;Z.I. Ampère - Chandieu;St-Priest Jules Ferry;BUS;20190209;;REG;Régulière;True;30;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.791384+02:00;717
76;76-2;76A;NOM;Décines Grand Large - Corbas Les Balmes;Retour;31610;31430;Décines Grand Large;Corbas Les Balmes;BUS;20180101;;REG;Régulière;True;76;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.862471+02:00;560
77;77-1;77A;NOM;Montessuy Gutenberg - Pont de Fontaines;Aller;10987;11169;Montessuy Gutenberg;Pont de Fontaines;BUS;20180101;;REG;Régulière;True;77;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.863331+02:00;561
30;30-6;30B;ZI;St Priest Jules Ferry - Z.I. Ampere - Chandieu;Retour;31140;34544;St-Priest Jules Ferry;Z.I. Ampère - Chandieu;BUS;20190209;;REG;Régulière;True;30;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.792599+02:00;721
31;31-1;31A;NOM;Perrache - Cite Edouard Herriot;Aller;30977;10249;Perrache;Cité Edouard Herriot;BUS;20180101;;REG;Régulière;True;31;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.795093+02:00;479
31;31-4;31A;NOM;Cite Edouard Herriot - Perrache;Retour;10249;30977;Cité Edouard Herriot;Perrache;BUS;20180101;;REG;Régulière;True;31;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.796322+02:00;481
52E;52E-1;52E;EXP;Vaulx-en-Velin La Soie - Bron Droits de l'Homme;Aller;31760;11674;Vaulx-en-Velin La Soie;Bron Droits de l'Homme;BUS;20230611;;REG;Régulière;False;52E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.913834+02:00;845
ZI8;ZI8-1;ZI8A;EXP;Esplanade des Arts - La Fouillouse Acacias (50 E);Aller;31160;31431;Esplanade des Arts;La Fouillouse Acacias;BUS;20180101;;REG;Régulière;True;Z I8;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.031606+02:00;675
32;32-1;32A;NOM;Hameau de Bianne - Meyzieu Z.i.;Aller;34335;31620;Hameau de Bianne;Meyzieu Z.i.;BUS;20180309;;REG;Régulière;True;32;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.796933+02:00;483
32;32-2;32A;NOM;Meyzieu Z.i. - Hameau de Bianne;Retour;31620;34335;Meyzieu Z.i.;Hameau de Bianne;BUS;20180309;;REG;Régulière;True;32;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.797572+02:00;484
34;34-1;34A;NOR;Perrache - Grange Blanche;Aller;30977;10524;Perrache;Grange Blanche;BUS;20231119;;REG;Régulière;True;34;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.799426+02:00;723
34;34-2;34A;NOR;Grange Blanche - Perrache;Retour;10524;30977;Grange Blanche;Perrache;BUS;20231119;;REG;Régulière;True;34;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.799980+02:00;724
15E;15E-3;15F;EXP;Bellecour Charite - Grigny Jean Moulin;Aller;10077;34274;Bellecour Charité;Grigny Jean Moulin;BUS;20260824;;REG;Régulière;True;15E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.909818+02:00;886
15E;15E-6;15F;EXP;Millery Place du Bouton - Bellecour Charité;Retour;34713;10077;Millery Place du Bouton;Bellecour Charité;BUS;20260824;;REG;Régulière;True;15E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.911045+02:00;888
35;35-2;35A;NOM;Vénissieux Le Charréard - Bellecour Charité;Retour;11442;10077;Vénissieux Le Charréard;Bellecour Charité;BUS;20180101;;REG;Régulière;True;35;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.801122+02:00;488
37;37-3;37A;NOM;Charpennes Charles Hernu - O'Hara;Aller;10204;20206;Charpennes Charles Hernu;Vaulx O'Hara;BUS;20200921;;REG;Régulière;True;37;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.801768+02:00;762
BRT1;BRT1-3;321A;NOR;Gare Part-Dieu V.Merle - INSA - Einstein;Aller;11064;31028;Gare Part-Dieu V.Merle;INSA - Einstein;BUS;20240807;;PRT;Plan de remplacement tramway;True;BRT1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.928136+02:00;890
BRT1;BRT1-4;321A;NOR;INSA - Einstein - Gare Part-Dieu V.Merle;Retour;31028;11064;INSA - Einstein;Gare Part-Dieu V.Merle;BUS;20240807;;PRT;Plan de remplacement tramway;True;BRT1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.928876+02:00;891
16;16-1;16A;NOM;Vaulx-en-Velin La Soie - Decines Grand Large;Aller;31760;31610;Vaulx-en-Velin La Soie;Décines Grand Large;BUS;20180101;;REG;Régulière;True;16;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.764635+02:00;441
16;16-2;16A;NOM;Decines Grand Large - Vaulx-en-Velin La Soie;Retour;31610;31760;Décines Grand Large;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;16;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.765236+02:00;442
C1;C1-2;C1A;NOM;Cuire - Gare Part-Dieu Vivier Merle;Retour;10309;11064;Cuire;Gare Part-Dieu V.Merle;BUS;20180101;;REG;Régulière;True;C  1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.932702+02:00;792
39;39-1;39A;NOM;Parc de Parilly - Solaize Mairie;Aller;33230;11278;Parc de Parilly;Solaize Mairie;BUS;20180101;;REG;Régulière;True;39;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.803512+02:00;493
20;20-2;20A;NOM;Gare de Vaise - St Cyr;Aller;10487;11294;Gare de Vaise-G.Collomb;St Cyr;BUS;20180101;;REG;Régulière;True;20;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.773406+02:00;449
62;62-3;62A;NOM;Gare de Venissieux. - Mions Jules Valles;Aller;20510;10958;Gare de Vénissieux.;Mions Jules Vallès;BUS;20300821;;REG;Régulière;True;62;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.838189+02:00;764
62;62-4;62A;NOM;Mions Jules Valles - Gare de Venissieux;Retour;10958;20487;Mions Jules Vallès;Gare de Vénissieux;BUS;20300821;;REG;Régulière;True;62;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.839091+02:00;765
BGS1;BGS1-1;BGS1;NOM;Meyzieu les Panettes - Parc Olympique Lyonnais;Aller;34433;34432;Meyzieu les Panettes;Décines OL Vallée;BUS;20180101;;EVE;Evènementielle;True;BGS1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.921831+02:00;825
3;3-6;3A;NUI;Porte de Lyon - Gorge de Loup;Retour;11147;10513;Porte de Lyon;Gorge de Loup;BUS;20180101;;REG;Régulière;True;3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.745877+02:00;417
39;39-2;39A;NOM;Solaize Mairie - Parc de Parilly;Retour;11278;33230;Solaize Mairie;Parc de Parilly;BUS;20180101;;REG;Régulière;True;39;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.804275+02:00;494
40;40-2;40A;NOM;Neuville - Bellecour Le Viste;Retour;11014;10080;Neuville;Bellecour Le Viste;BUS;20180101;;REG;Régulière;True;40;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.805778+02:00;496
43;43-4;43A;NOM;Gare de Vaise - St Romain Centre;Aller;10487;32561;Gare de Vaise-G.Collomb;St Romain Centre;BUS;20180101;;REG;Régulière;True;43;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.807534+02:00;497
27;27-3;27A;TVX;Vieux Lyon - Villeurbanne Centre;Aller;20167;33593;Vieux Lyon;Villeurbanne Centre;BUS;20240801;;REG;Régulière;True;27;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.787057+02:00;853
43;43-1;43A;NOM;Gare de Vaise - Genay Proulieu;Aller;10487;30087;Gare de Vaise-G.Collomb;Genay Proulieu;BUS;20180101;;REG;Régulière;True;43;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.808501+02:00;499
43;43-6;43A;NOM;St Romain Centre - Gare de Vaise;Retour;32561;10487;St Romain Centre;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;43;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.809428+02:00;500
10;10-2;10D;NOR;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20160420;;REG;Régulière;True;10;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.756206+02:00;741
46;46-1;46A;NOM;Perrache - Boyer;Aller;30977;10116;Perrache;Boyer;BUS;20180101;;REG;Régulière;True;46;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.814820+02:00;505
46;46-2;46A;NOM;Boyer - Perrache;Retour;10116;30977;Boyer;Perrache;BUS;20180101;;REG;Régulière;True;46;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.815691+02:00;506
47;47-1;47A;NOM;Meyzieu ZI –Aéroport Saint Exupéry – Maréchal Juin;Aller;31620;34355;Meyzieu Z.i.;Maréchal Juin;BUS;20190209;;REG;Régulière;True;47;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.816961+02:00;725
48;48-1;48B;NOM;Bornicat - Aerop. St Ex. - Gare Routiere;Aller;34321;34323;Bornicat;St Ex. - Gare Routière;BUS;20190209;;REG;Régulière;True;48;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.818778+02:00;727
48;48-2;48B;NOM;Aerop. St Ex. - Gare Routiere - Bornicat;Retour;34323;34321;St Ex. - Gare Routière;Bornicat;BUS;20190209;;REG;Régulière;True;48;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.819625+02:00;728
1E;1E-1;1EX;NOM;Colombier Saugnieu Les Salines - Grange Blanche;Aller;34351;10524;Colombier-Saugn. Salines;Grange Blanche;BUS;20180101;;REG;Régulière;True;1E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.771575+02:00;742
1E;1E-2;1EX;NOM;Grange Blanche - Colombier Saugnieu Les Salines;Retour;10524;34351;Grange Blanche;Colombier-Saugn. Salines;BUS;20180101;;REG;Régulière;True;1E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.772568+02:00;743
31;31-2;31A;NUI;Gare de Vaise - Cite Edouard Herriot;Aller;10487;10249;Gare de Vaise-G.Collomb;Cité Edouard Herriot;BUS;20180101;;REG;Régulière;True;31;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.794496+02:00;480
49;49-1;49A;NOM;Perrache - Ste Foy Chatelain;Aller;30977;11363;Perrache;Sainte-Foy Châtelain;BUS;20180101;;REG;Régulière;True;49;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.820424+02:00;507
49;49-2;49A;NOM;Ste Foy Chatelain - Perrache;Retour;11363;30977;Sainte-Foy Châtelain;Perrache;BUS;20180101;;REG;Régulière;True;49;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.821265+02:00;508
50;50-1;50A;NOM;St Priest Hôtel de Ville - La Fouillouse/La Fouillouse Acacias;Aller;11337;20363;St Priest Hôtel de Ville;La Fouillouse;BUS;20180101;;REG;Régulière;True;50;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.822103+02:00;509
21;21-8;21A;ZI;Gare de Vaise - St Germain Gare via Echangeur Sans Souci;Aller;10487;11313;Gare de Vaise-G.Collomb;St Germain Gare;BUS;20180101;;REG;Régulière;True;21;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.777082+02:00;455
50;50-2;50A;NOM;La Fouillouse Acacias/La Fouillouse - St Priest Hôtel de Ville;Retour;20363;11337;La Fouillouse;St Priest Hôtel de Ville;BUS;20180101;;REG;Régulière;True;50;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.822929+02:00;510
54;54-1;54B;NOM;Gare de Venissieux - Z.A. Chapotin;Aller;20487;34649;Gare de Vénissieux;Z.A. Chapotin;BUS;20280823;;REG;Régulière;False;54;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.825498+02:00;513
54;54-2;54B;NOM;Z.A Chapotin - Gare de Venissieux;Retour;34649;20487;Z.A. Chapotin;Gare de Vénissieux;BUS;20280823;;REG;Régulière;False;54;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.826326+02:00;514
21;21-9;21A;ZI;St Germain Gare - Gare de Vaise via Echangeur Sans Souci;Retour;11313;10487;St Germain Gare;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;21;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.780203+02:00;462
55;55-1;55B;NOM;Perrache - Campus Lyon Ouest;Aller;30977;33574;Perrache;Campus Lyon Ouest;BUS;20200903;;REG;Régulière;True;55;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.827129+02:00;515
55;55-2;55B;NOM;Campus Lyon Ouest - Perrache;Retour;33574;30977;Campus Lyon Ouest;Perrache;BUS;20200903;;REG;Régulière;True;55;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.828124+02:00;516
57;57-1;57A;NOM;Laurent Bonnevay - Vaulx Marcel Cachin/Décines Grand Large;Aller;10716;31610;Laurent Bonnevay;Décines Grand Large;BUS;20180101;;REG;Régulière;True;57;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.828956+02:00;517
57;57-2;57A;NOM;Décines Grand Large/Vaulx  Marcel Cachin - Laurent Bonnevay;Retour;31610;10716;Décines Grand Large;Laurent Bonnevay;BUS;20180101;;REG;Régulière;True;57;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.829851+02:00;518
30;30-3;30B;ZI;St-Pierre-de-Chandieu - Rajat - St Priest Jules Ferry;Aller;34339;31140;St-P.de-Chandieu - Rajat;St-Priest Jules Ferry;BUS;20190209;;REG;Régulière;True;30;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.790779+02:00;718
60;60-13;60A;TVX;Debourg - Feyzin Chateau de l'Isle via Chambaud;Aller;20202;10435;Debourg;Feyzin Château de l'Isle;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.830704+02:00;867
60;60-9;60A;TVX;Debourg - Feyzin Les Razes via Chambaud;Aller;20202;10437;Debourg;Feyzin Les Razes;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.831525+02:00;868
38;38-1;38B;NOM;Gare Part-Dieu V.Merle - Caluire - Pl. Bascule;Aller;11064;33190;Gare Part-Dieu V.Merle;Caluire - Pl. Bascule;BUS;20260421;;REG;Régulière;True;38;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.802352+02:00;491
60;60-11;60A;TVX;Debourg - Feyzin Chateau de l'Isle via Port;Aller;20202;10435;Debourg;Feyzin Château de l'Isle;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.832601+02:00;866
60;60-7;60A;TVX;Debourg - Feyzin Les Razes via Port;Aller;20202;10437;Debourg;Feyzin Les Razes;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.833550+02:00;869
60;60-12;60A;TVX;Feyzin Chateau de l'Isle - Debourg via Port;Retour;10435;20202;Feyzin Château de l'Isle;Debourg;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.834289+02:00;871
38;38-2;38B;NOM;Caluire - Pl. Bascule - Gare Part-Dieu V.Merle;Retour;33190;11064;Caluire - Pl. Bascule;Gare Part-Dieu V.Merle;BUS;20260421;;REG;Régulière;True;38;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.802895+02:00;492
27;27-2;27A;NOM;Villeurbanne Centre - Vieux Lyon;Retour;33593;20167;Villeurbanne Centre;Vieux Lyon;BUS;20180101;;REG;Régulière;True;27;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.787660+02:00;474
29;29-3;29A;NOM;Meyzieu Z.i. - RN6 - A. Pare;Aller;31620;10723;Meyzieu Z.i.;R.N.6 - A. Pare;BUS;20180309;;REG;Régulière;True;29;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.789560+02:00;477
60;60-8;60A;TVX;Feyzin Les Razes - Debourg via Port;Retour;10437;20202;Feyzin Les Razes;Debourg;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.834880+02:00;873
30;30-1;30B;NOM;St-Pierre-de-Chandieu - Rajat - St Priest Jules Ferry;Aller;34339;31140;St-P.de-Chandieu - Rajat;St-Priest Jules Ferry;BUS;20190209;;REG;Régulière;True;30;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.792005+02:00;719
60;60-14;60A;TVX;Feyzin Chateau de l'Isle - Debourg via Chambaud;Retour;10435;20202;Feyzin Château de l'Isle;Debourg;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.835514+02:00;872
30;30-2;30B;NOM;St Priest Jules Ferry - St-Pierre-de-Chandieu - Rajat;Retour;31140;34339;St-Priest Jules Ferry;St-P.de-Chandieu - Rajat;BUS;20190209;;REG;Régulière;True;30;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.793261+02:00;722
60;60-10;60A;TVX;Feyzin Les Razes - Debourg via Chambaud;Retour;10437;20202;Feyzin Les Razes;Debourg;BUS;20180324;;REG;Régulière;True;60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.836121+02:00;870
64;64-2;64A;NOR;St Fons Semard - Jean Mace;Retour;11785;10593;St Fons Semard;Jean Macé;BUS;20251119;;REG;Régulière;True;64;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.842340+02:00;730
65;65-2;65B;NOM;Charcot - La Source - Gorge de Loup;Retour;30071;10513;Charcot - La Source;Gorge de Loup;BUS;20300320;;REG;Régulière;True;65;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.843895+02:00;531
66;66-1;66B;NOM;St Just - Champagne Ecoles;Aller;11319;30637;St Just;Champagne Ecoles;BUS;20300320;;REG;Régulière;True;66;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.844567+02:00;535
67;67-5;67A;NOM;Laurent Bonnevay - Meyzieu Z.i.;Aller;10716;31620;Laurent Bonnevay;Meyzieu Z.i.;BUS;20300821;;REG;Régulière;True;67;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.846273+02:00;766
67;67-6;67A;NOM;Meyzieu Z.i. - Laurent Bonnevay;Retour;31620;10716;Meyzieu Z.i.;Laurent Bonnevay;BUS;20300821;;REG;Régulière;True;67;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.847139+02:00;767
31;31-3;31A;NUI;Cite Edouard Herriot - Gare de Vaise;Retour;10249;10487;Cité Edouard Herriot;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;31;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.795722+02:00;482
68;68-1;68B;NOM;Vaulx-en-Velin La Soie - Les Grandes Terres;Aller;31760;10805;Vaulx-en-Velin La Soie;Chassieu Grandes Terres;BUS;20180101;;REG;Régulière;True;68;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.847898+02:00;541
68;68-2;68B;NOM;Les Grandes Terres - Vaulx-en-Velin La Soie;Retour;10805;31760;Chassieu Grandes Terres;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;68;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.848696+02:00;542
43;43-2;43A;ZI;Gare de Vaise - Genay Proulieu;Aller;10487;30087;Gare de Vaise-G.Collomb;Genay Proulieu;BUS;20180101;;REG;Régulière;True;43;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.806656+02:00;498
69;69-5;69A;TVX;Manufacture Montluc - College du Tonkin;Aller;10905;10259;Manufacture Montluc;Collège du Tonkin;BUS;20190224;;REG;Régulière;True;69;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.849576+02:00;856
69;69-6;69A;TVX;College du Tonkin - Manufacture Montluc;Retour;10259;10905;Collège du Tonkin;Manufacture Montluc;BUS;20190224;;REG;Régulière;True;69;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.850418+02:00;857
70;70-2;70A;NOM;Neuville - Gare Part-Dieu Vivier Merle;Retour;11014;11064;Neuville;Gare Part-Dieu V.Merle;BUS;20180101;;REG;Régulière;True;70;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.852100+02:00;546
